,from,to,channel,portnum,id,rx_time,rx_snr,rx_rssi,hop_start,latitude_i,longitude_i,time,location_source,altitude_hae,PDOP,ground_speed,ground_track,sats_in_view,precision_bits,want_response,hop_limit,long_name,short_name,macaddr,hw_model,request_id,public_key,role,priority,want_ack,route,snr_towards,is_licensed,battery_level,voltage,channel_utilization,air_util_tx,uptime_seconds,temperature,relative_humidity,barometric_pressure,altitude,error_reason
309,3408686155,474579996,,NODEINFO_APP,"""!cb2c6c4b""",2025-01-19 23:21:36,6.25,-12.0,,,,,,,,,,,,true,1,"""Meshtastic 6c4b""","""6c4b""","""\347\225\313,lK""",RAK4631,,,ROUTER,,,,,,,,,,,,,,,
310,516894233,474579996,8,NODEINFO_APP,"""!1ecf2e19""",2025-01-19 23:21:36,6.0,-24.0,4,,,,,,,,,,,true,4,"""Meshtastic 2e19""","""2e19""","""\376\323\036\317.\031""",RAK4631,,,CLIENT_MUTE,,,,,,,,,,,,,,,
311,476010596,474579996,8,NODEINFO_APP,"""!1c5f5864""",2025-01-19 23:19:28,-10.75,-132.0,,,,,,,,,,,,true,1,"""Rick Black 5864""","""RK64""","""\260\262\034_Xd""",TBEAM,,,,,,,,,,,,,,,,,,
312,1189817913,474579996,8,NODEINFO_APP,"""!99a34093""",2025-01-19 23:21:36,-7.5,-118.0,7,,,,,,,,,,,true,6,"""Router-01""","""rtr1""","""\356\r\231\243@\223""",RAK4631,,,,,,,,,,,,,,,,,,
313,1127980092,474579996,8,NODEINFO_APP,"""!433b9c3c""",2025-01-19 23:21:36,-7.0,-117.0,3,,,,,,,,,,,true,1,"""DocB Heltec ""","""DocP""","""H\312C;\234<""",HELTEC_V3,,,CLIENT_MUTE,,,,,,,,,,,,,,,
314,3771738008,474579996,8,NODEINFO_APP,"""!e0d02798""",2025-01-19 22:19:44,-11.75,-81.0,5,,,,,,,,,,,true,,"""Wes ""","""Wes""","""\010\371\340\320\'\230""",TBEAM,,,CLIENT_MUTE,,,,,,,,,,,,,,,
315,474572516,474579996,8,NODEINFO_APP,"""!1c4966e4""",2025-01-19 23:21:36,6.0,-44.0,5,,,,,,,,,,,true,4,"""DocB Roof T-Beam""","""DocR""","""\020\006\034If\344""",TBEAM,,,,,,,,,,,,,,,,,,
316,2718629340,474579996,,NODEINFO_APP,"""!a20afddc""",2025-01-19 23:21:36,,,,,,,,,,,,,,true,,"""Packet Cannon""","""🎳""","""\314\215\242\n\375\334""",STATION_G2,,,,BACKGROUND,,,,,,,,,,,,,,
317,4198729752,474579996,8,NODEINFO_APP,"""!fa438818""",2025-01-19 23:19:28,-11.5,-133.0,,,,,,,,,,,,true,3,"""DAbelson""","""Abee""","""\364\022\372C\210\030""",HELTEC_V3,,,,,,,,,,,,,,,,,,
318,3175512464,474579996,8,NODEINFO_APP,"""!bd467990""",2025-01-19 23:19:28,-10.25,-133.0,,,,,,,,,,,,true,2,"""Tower""","""Towe""","""|\236\275Fy\220""",HELTEC_V2_1,,,,,,,,,,,,,,,,,,
319,3806665668,474579996,8,NODEINFO_APP,"""!e2e51bc4""",2025-01-19 23:19:28,-10.0,-132.0,,,,,,,,,,,,true,1,"""Meshtastic 1bc4""","""1bc4""","""H\'\342\345\033\304""",HELTEC_WSL_V3,,"""2c4ky\016C\343\3155\363\223]\321l0\352\300\244$W|\363c\257\306 \020\032\3655M""",,,,,,,,,,,,,,,,
320,1128202468,474579996,8,NODEINFO_APP,"""!433f00e4""",2025-01-19 23:17:20,7.25,-54.0,5,,,,,,,,,,,true,,"""Meshtastic 00e4""","""00e4""","""H\312C?\000\344""",HELTEC_V3,,,,,,,,,,,,,,,,,,
321,994490752,474579996,8,NODEINFO_APP,"""!3b46b980""",2025-01-19 22:19:44,,,1,,,,,,,,,,,true,1,"""KM6PNB""","""b980""","""\354\332;F\271\200""",STATION_G2,,,ROUTER_CLIENT,BACKGROUND,,,,,,,,,,,,,,
322,20526527,474579996,8,NODEINFO_APP,"""!013935bf""",2024-11-30 04:24:32,-16.25,-123.0,7,,,,,,,,,,,true,6,"""ADSB-01""","""ads1""","""\344_\00195\277""",PORTDUINO,,,CLIENT_HIDDEN,,,,,,,,,,,,,,,
323,3806565488,474579996,8,NODEINFO_APP,"""!e2e39470""",2025-01-19 23:17:20,-6.25,-128.0,,,,,,,,,,,,true,,"""Meshtastic 9470""","""9470""","""H\'\342\343\224p""",HELTEC_V3,,,,,,,,,,,,,,,,,,
324,1862407146,474579996,,NODEINFO_APP,"""!6f0213ea""",2025-01-19 23:17:20,6.75,-11.0,4,,,,,,,,,,,true,4,"""BigRAK""","""Burr""","""\311\002o\002\023\352""",RAK4631,,,,,,,,,,,,,,,,,,
325,1128068532,474579996,8,NODEINFO_APP,"""!433cf5b4""",2025-01-19 23:15:12,,,3,,,,,,,,,,,true,3,"""AdventureComms""","""ADVC""","""H\312C<\365\264""",HELTEC_V3,,"""\204\017\210q\2277\237\027T\230\270U\317\321\006\321B\222m!\014`G\224G\261\373\313\313@\233b""",,BACKGROUND,,,,,,,,,,,,,,
326,3771738008,474579996,8,NODEINFO_APP,"""!e0d02798""",2025-01-19 23:15:12,5.75,-68.0,5,,,,,,,,,,,true,1,"""Wes ""","""Wes""","""\010\371\340\320\'\230""",TBEAM,,,CLIENT_MUTE,,,,,,,,,,,,,,,
327,1128202468,474579996,8,NODEINFO_APP,"""!433f00e4""",2025-01-19 23:15:12,-10.0,-130.0,,,,,,,,,,,,true,1,"""Meshtastic 00e4""","""00e4""","""H\312C?\000\344""",HELTEC_V3,,,,,,,,,,,,,,,,,,
328,1127980092,474579996,8,NODEINFO_APP,"""!433b9c3c""",2025-01-19 23:15:12,5.75,-44.0,3,,,,,,,,,,,true,1,"""DocB Heltec ""","""DocP""","""H\312C;\234<""",HELTEC_V3,,,CLIENT_MUTE,,,,,,,,,,,,,,,
329,3651740956,474579996,8,NODEINFO_APP,"""!d9a9251c""",2025-01-19 23:15:12,5.75,-27.0,5,,,,,,,,,,,true,5,"""Icy Block""","""ICYB""","""\326\332\331\251%\034""",RAK4631,,"""l8\267\242\230wQ\\O\017]\352r1^\343\326\204\242L\225=\303/q\020\030/\262\032\200u""",CLIENT_MUTE,,,,,,,,,,,,,,,
330,2041969180,474579996,8,NODEINFO_APP,"""!79b5fa1c""",2025-01-19 23:15:12,6.0,-68.0,5,,,,,,,,,,,true,3,"""Meekland Solar 🌞""","""Meek""","""\307#y\265\372\034""",RAK4631,,,ROUTER_CLIENT,,,,,,,,,,,,,,,
331,3662951496,474579996,8,NODEINFO_APP,"""!da543448""",2025-01-19 23:13:04,-19.75,-142.0,3,,,,,,,,,,,true,1,"""Home""","""FAA1""","""4\267\332T4H""",HELTEC_V3,,,,,,,,,,,,,,,,,,
332,474572516,474579996,8,NODEINFO_APP,"""!1c4966e4""",2025-01-19 23:15:12,-7.5,-118.0,5,,,,,,,,,,,true,4,"""DocB Roof T-Beam""","""DocR""","""\020\006\034If\344""",TBEAM,,,,,,,,,,,,,,,,,,
333,2718629340,474579996,,NODEINFO_APP,"""!a20afddc""",2025-01-19 23:15:12,,,,,,,,,,,,,,true,,"""Packet Cannon""","""🎳""","""\314\215\242\n\375\334""",STATION_G2,,,,BACKGROUND,,,,,,,,,,,,,,
334,994490752,474579996,8,NODEINFO_APP,"""!3b46b980""",2025-01-19 22:13:20,,,1,,,,,,,,,,,true,1,"""KM6PNB""","""b980""","""\354\332;F\271\200""",STATION_G2,,,ROUTER_CLIENT,BACKGROUND,,,,,,,,,,,,,,
335,2733364688,474579996,8,NODEINFO_APP,"""!a2ebd5d0""",2025-01-19 23:13:04,5.75,-84.0,3,,,,,,,,,,,true,1,"""N6RTM B""","""RTMb""","""\314\215\242\353\325\320""",STATION_G2,,"""\3011\361L\334\220=\314\216\216x\017;@\2211\020\000\314C<\212\215\364\361K\005\325h\222\226\026""",,,,,,,,,,,,,,,,
336,1127899024,474579996,8,NODEINFO_APP,"""!433a5f90""",2025-01-19 23:13:04,6.5,-42.0,6,,,,,,,,,,,true,4,"""DocB Desktop Heltec""","""DocD""","""H\312C:_\220""",HELTEC_V3,,,CLIENT_MUTE,,,,,,,,,,,,,,,
337,2196014924,474579996,8,NODEINFO_APP,"""!82e4874c""",2025-01-19 23:13:04,6.0,-43.0,4,,,,,,,,,,,true,2,"""DocB T-Echo""","""DocB""","""\333\251\202\344\207L""",T_ECHO,,,CLIENT_MUTE,,,,,,,,,,,,,,,
338,1882227270,474579996,8,NODEINFO_APP,"""!70308246""",2025-01-19 23:13:04,5.75,-43.0,5,,,,,,,,,,,true,5,"""OVWH""","""OVWH""","""\361\321p0\202F""",RAK4631,,,,,,,,,,,,,,,,,,
339,3175512464,474579996,8,NODEINFO_APP,"""!bd467990""",2025-01-19 23:10:56,-10.5,-132.0,,,,,,,,,,,,true,1,"""Tower""","""Towe""","""|\236\275Fy\220""",HELTEC_V2_1,,,,,,,,,,,,,,,,,,
340,474574632,474579996,8,NODEINFO_APP,"""!1c496f28""",2025-01-19 23:10:56,-15.75,-86.0,3,,,,,,,,,,,true,,"""TBB4f28""","""TBB4""","""\020\006\034Io(""",TBEAM,,,,,,,,,,,,,,,,,,
341,1127980092,474579996,8,NODEINFO_APP,"""!433b9c3c""",2025-01-19 23:10:56,5.5,-43.0,3,,,,,,,,,,,true,1,"""DocB Heltec ""","""DocP""","""H\312C;\234<""",HELTEC_V3,,,CLIENT_MUTE,,,,,,,,,,,,,,,
342,3774323384,474579996,8,NODEINFO_APP,"""!e0f79ab8""",2025-01-19 23:08:48,-7.25,-117.0,3,,,,,,,,,,,true,2,"""North Fremont - Lakes&Birds Neigh""","""NFMT""","""\010\371\340\367\232\270""",TBEAM,,,,,,,,,,,,,,,,,,
343,2718629340,474579996,,NODEINFO_APP,"""!a20afddc""",2025-01-19 23:08:48,,,,,,,,,,,,,,true,,"""Packet Cannon""","""🎳""","""\314\215\242\n\375\334""",STATION_G2,,,,BACKGROUND,,,,,,,,,,,,,,
344,3340170795,474579996,8,NODEINFO_APP,"""!c716f62b""",2025-01-19 23:08:48,-10.25,-98.0,5,,,,,,,,,,,true,4,"""MeshNet - MN02""","""MN02""","""\330\005\307\026\366+""",RAK4631,,"""K\204@\361k\202\333\317\236\323y\r\307\231+\354\341\240/\356\350\010a=\224r\215\212\010\351m\025""",,,,,,,,,,,,,,,,
345,994484508,474579996,8,NODEINFO_APP,"""!3b46a11c""",2025-01-19 22:06:56,-12.5,-80.0,4,,,,,,,,,,,true,1,"""Zoo G2 a11c""","""Zoo2""","""\354\332;F\241\034""",STATION_G2,,,,,,,,,,,,,,,,,,
346,3175512464,474579996,8,NODEINFO_APP,"""!bd467990""",2025-01-19 23:06:40,-6.25,-127.0,,,,,,,,,,,,true,1,"""Tower""","""Towe""","""|\236\275Fy\220""",HELTEC_V2_1,,,,,,,,,,,,,,,,,,
347,1127899024,474579996,8,NODEINFO_APP,"""!433a5f90""",2025-01-19 23:06:40,6.0,-42.0,6,,,,,,,,,,,true,4,"""DocB Desktop Heltec""","""DocD""","""H\312C:_\220""",HELTEC_V3,,,CLIENT_MUTE,,,,,,,,,,,,,,,
348,4198729680,474579996,8,NODEINFO_APP,"""!fa4387d0""",2025-01-19 23:02:24,-10.5,-133.0,,,,,,,,,,,,true,2,"""AbelDog""","""Dog""","""\364\022\372C\207\320""",HELTEC_V3,,,,,,,,,,,,,,,,,,
349,3662951496,474579996,8,NODEINFO_APP,"""!da543448""",2025-01-19 23:04:32,6.0,-43.0,3,,,,,,,,,,,true,1,"""Home""","""FAA1""","""4\267\332T4H""",HELTEC_V3,,,,,,,,,,,,,,,,,,
350,530608656,474579996,8,NODEINFO_APP,"""!1fa07210""",2025-01-19 23:04:32,6.0,-58.0,5,,,,,,,,,,,true,4,"""nobody""","""nbdy""","""\010\266\037\240r\020""",TBEAM,,"""\017!j\235\352UL\252\365\000\310\260%;\361}\202\016iI\211R,OX\317\205I\340y\r7""",,,,,,,,,,,,,,,,
351,4228900486,474579996,8,NODEINFO_APP,"""!fc0fe686""",2025-01-19 23:02:24,6.0,-41.0,5,,,,,,,,,,,true,5,"""Meshtastic e686""","""e686""","""\301.\374\017\346\206""",TRACKER_T1000_E,,"""\263\202\010\017\036\274\036 *\334\366ZW\017\343\203\212\024\263\030Gk<7\203\206\267\365\362\305J\001""",CLIENT_MUTE,,,,,,,,,,,,,,,
352,1129888948,474579996,8,NODEINFO_APP,"""!4358bcb4""",2025-01-19 23:02:24,,,4,,,,,,,,,,,true,4,"""echo three https://bayme.sh""","""ech3""","""H\312CX\274\264""",HELTEC_WIRELESS_PAPER,,"""\016\272\332\327XM\247\344\307\331\246\325\216Lc\347\003T\ng\270\210y\250\215b\273y\202\365\277\\""",CLIENT_MUTE,BACKGROUND,,,,,,,,,,,,,,
353,2718629340,474579996,,NODEINFO_APP,"""!a20afddc""",2025-01-19 23:02:24,,,,,,,,,,,,,,true,,"""Packet Cannon""","""🎳""","""\314\215\242\n\375\334""",STATION_G2,,,,BACKGROUND,,,,,,,,,,,,,,
354,530605200,474579996,8,NODEINFO_APP,"""!1fa06490""",2025-01-19 23:02:24,6.25,-66.0,5,,,,,,,,,,,true,5,"""yagi one""","""yag1""","""\010\266\037\240d\220""",TBEAM,,"""QL~\351\271\035\362\376\353\""u\233\363.\235k8\361\235:\214\31318\331\247\\\023\254\004\221v""",CLIENT_MUTE,,,,,,,,,,,,,,,
355,1832749969,474579996,8,NODEINFO_APP,"""!6d3d8b91""",2025-01-19 23:00:16,-7.5,-131.0,,,,,,,,,,,,true,3,"""Hornet""","""8b91""","""\366\023m=\213\221""",T_ECHO,,,,,,,,,,,,,,,,,,
356,2041969180,474579996,8,NODEINFO_APP,"""!79b5fa1c""",2025-01-19 23:02:24,6.25,-71.0,5,,,,,,,,,,,true,4,"""Meekland Solar 🌞""","""Meek""","""\307#y\265\372\034""",RAK4631,,,ROUTER_CLIENT,,,,,,,,,,,,,,,
357,4198729752,474579996,8,NODEINFO_APP,"""!fa438818""",2025-01-19 23:00:16,-10.5,-132.0,,,,,,,,,,,,true,3,"""DAbelson""","""Abee""","""\364\022\372C\210\030""",HELTEC_V3,,,,,,,,,,,,,,,,,,
358,1272268502,474579996,8,NODEINFO_APP,"""!4bd546d6""",2025-01-19 23:00:16,6.75,-44.0,5,,,,,,,,,,,true,5,"""nobody loves you""","""n<3u""","""\317zK\325F\326""",TRACKER_T1000_E,,,,,,,,,,,,,,,,,,
359,1882227270,474579996,8,NODEINFO_APP,"""!70308246""",2025-01-19 23:00:16,6.25,-42.0,5,,,,,,,,,,,true,5,"""OVWH""","""OVWH""","""\361\321p0\202F""",RAK4631,,,,,,,,,,,,,,,,,,
360,530608656,474579996,8,NODEINFO_APP,"""!1fa07210""",2025-01-19 22:58:08,5.75,-7.0,5,,,,,,,,,,,true,5,"""nobody""","""nbdy""","""\010\266\037\240r\020""",TBEAM,,"""\017!j\235\352UL\252\365\000\310\260%;\361}\202\016iI\211R,OX\317\205I\340y\r7""",,,,,,,,,,,,,,,,
361,4228900486,474579996,8,NODEINFO_APP,"""!fc0fe686""",2025-01-19 22:58:08,7.0,-21.0,5,,,,,,,,,,,true,3,"""Meshtastic e686""","""e686""","""\301.\374\017\346\206""",TRACKER_T1000_E,,"""\263\202\010\017\036\274\036 *\334\366ZW\017\343\203\212\024\263\030Gk<7\203\206\267\365\362\305J\001""",CLIENT_MUTE,,,,,,,,,,,,,,,
362,1129888948,474579996,8,NODEINFO_APP,"""!4358bcb4""",2025-01-19 22:58:08,,,4,,,,,,,,,,,true,4,"""echo three https://bayme.sh""","""ech3""","""H\312CX\274\264""",HELTEC_WIRELESS_PAPER,,"""\016\272\332\327XM\247\344\307\331\246\325\216Lc\347\003T\ng\270\210y\250\215b\273y\202\365\277\\""",CLIENT_MUTE,BACKGROUND,,,,,,,,,,,,,,
363,2718629340,474579996,,NODEINFO_APP,"""!a20afddc""",2025-01-19 22:58:08,,,,,,,,,,,,,,true,,"""Packet Cannon""","""🎳""","""\314\215\242\n\375\334""",STATION_G2,,,,BACKGROUND,,,,,,,,,,,,,,
364,4198729680,474579996,8,NODEINFO_APP,"""!fa4387d0""",2025-01-19 22:56:00,-7.5,-129.0,,,,,,,,,,,,true,1,"""AbelDog""","""Dog""","""\364\022\372C\207\320""",HELTEC_V3,,,,,,,,,,,,,,,,,,
365,862631953,474579996,8,NODEINFO_APP,"""!336ab811""",2025-01-19 22:58:08,,,3,,,,,,,,,,,true,3,"""Big Blue ben@N6BRL.com""","""BnBl""","""\304O3j\270\021""",TBEAM,,"""\345\036\024\347\326\n\364\353\335\247\""\222\255h\320\316w\276\031\243\007\357\355\264h4O\256\323\202g\005""",CLIENT_MUTE,BACKGROUND,,,,,,,,,,,,,,
366,4198729752,474579996,8,NODEINFO_APP,"""!fa438818""",2025-01-19 22:53:52,-5.75,-127.0,,,,,,,,,,,,true,2,"""DAbelson""","""Abee""","""\364\022\372C\210\030""",HELTEC_V3,,,,,,,,,,,,,,,,,,
367,3175512464,474579996,8,NODEINFO_APP,"""!bd467990""",2025-01-19 22:53:52,-11.5,-133.0,,,,,,,,,,,,true,2,"""Tower""","""Towe""","""|\236\275Fy\220""",HELTEC_V2_1,,,,,,,,,,,,,,,,,,
368,1862407146,474579996,,NODEINFO_APP,"""!6f0213ea""",2025-01-19 22:56:00,6.0,-13.0,4,,,,,,,,,,,true,4,"""BigRAK""","""Burr""","""\311\002o\002\023\352""",RAK4631,,,,,,,,,,,,,,,,,,
369,2733355816,474579996,8,NODEINFO_APP,"""!a2ebb328""",2025-01-19 22:56:00,11.75,-70.0,3,,,,,,,,,,,true,3,"""Burnulance""","""Blce""","""\314\215\242\353\263(""",STATION_G2,,,,,,,,,,,,,,,,,,
370,1128068532,474579996,8,NODEINFO_APP,"""!433cf5b4""",2025-01-19 22:56:00,,,3,,,,,,,,,,,true,3,"""AdventureComms""","""ADVC""","""H\312C<\365\264""",HELTEC_V3,,"""\204\017\210q\2277\237\027T\230\270U\317\321\006\321B\222m!\014`G\224G\261\373\313\313@\233b""",,BACKGROUND,,,,,,,,,,,,,,
371,2053924708,474579996,8,NODEINFO_APP,"""!7a6c6764""",2025-01-19 22:56:00,,,5,,,,,,,,,,,true,5,"""Three Emus""","""3emu""","""4\230zlgd""",TBEAM,,"""\240\324\332\256\2106\205X8U\034\232}\355b\270`\035\332\233\332S`\347;\207`\205Q\2625E""",,BACKGROUND,,,,,,,,,,,,,,
372,20526527,474579996,8,NODEINFO_APP,"""!013935bf""",2025-01-19 22:53:52,-7.5,-118.0,7,,,,,,,,,,,true,5,"""ADSB-01""","""ads1""","""\344_\00195\277""",PORTDUINO,,,CLIENT_HIDDEN,,,,,,,,,,,,,,,
373,2196014924,474579996,8,NODEINFO_APP,"""!82e4874c""",2025-01-19 22:53:52,-7.5,-118.0,4,,,,,,,,,,,true,2,"""DocB T-Echo""","""DocB""","""\333\251\202\344\207L""",T_ECHO,,,CLIENT_MUTE,,,,,,,,,,,,,,,
374,1127980092,474579996,8,NODEINFO_APP,"""!433b9c3c""",2025-01-19 22:53:52,-17.5,-142.0,3,,,,,,,,,,,true,,"""DocB Heltec ""","""DocP""","""H\312C;\234<""",HELTEC_V3,,,CLIENT_MUTE,,,,,,,,,,,,,,,
375,944382635,474579996,8,NODEINFO_APP,"""!384a22ab""",2024-11-30 04:01:04,-15.0,-122.0,3,,,,,,,,,,,true,3,"""Tekify Fiber & Wireless""","""TEK""","""\367\372v\375\276\354""",RAK4631,,,ROUTER,,,,,,,,,,,,,,,
376,1129907768,474579996,8,NODEINFO_APP,"""!43590638""",2025-01-19 22:53:52,,,5,,,,,,,,,,,true,5,"""OVW0""","""OVW0""","""H\312CY\0068""",HELTEC_V3,,,CLIENT_MUTE,BACKGROUND,,,,,,,,,,,,,,
377,474579996,2653014180,8,NODEINFO_APP,"""!1c49841c""",2025-01-19 22:53:52,6.0,-40.0,3,,,,,,,,,,,,2,"""Balloon 02""","""Blln""","""\020\006\034I\204\034""",TBEAM,2316283557,,,,,,,true,,,,,,,,,,
378,456429169,474579996,8,NODEINFO_APP,"""!1b348e71""",2025-01-19 22:51:44,-5.5,-128.0,3,,,,,,,,,,,true,2,"""Amp TEcho Repeater 1""","""ATR1""","""\311\013\0334\216q""",T_ECHO,,,ROUTER,,,,,,,,,,,,,,,
379,2688067746,474579996,8,NODEINFO_APP,"""!a038a8a2""",2025-01-19 22:51:44,-10.25,-130.0,,,,,,,,,,,,true,5,"""Blue Car""","""BCAR""","""\344\021\2408\250\242""",RAK4631,,,,,,,,,,,,,,,,,,
380,1882227270,474579996,8,NODEINFO_APP,"""!70308246""",2025-01-19 22:51:44,5.75,-44.0,5,,,,,,,,,,,true,5,"""OVWH""","""OVWH""","""\361\321p0\202F""",RAK4631,,,,,,,,,,,,,,,,,,
381,530574480,474579996,8,NODEINFO_APP,"""!1f9fec90""",2025-01-19 22:51:44,-10.0,-130.0,,,,,,,,,,,,true,1,"""Meshtastic ec90""","""ec90""","""\010\266\037\237\354\220""",TBEAM,,,,,,,,,,,,,,,,,,
382,1137580964,474579996,8,NODEINFO_APP,"""!43ce1ba4""",2025-01-19 21:52:00,-12.0,-81.0,3,,,,,,,,,,,true,2,"""Meshtastic 1ba4""","""1ba4""","""\353\241C\316\033\244""",T_ECHO,,,,,,,,,,,,,,,,,,
383,862631953,474579996,8,NODEINFO_APP,"""!336ab811""",2025-01-19 22:51:44,,,3,,,,,,,,,,,true,3,"""Big Blue ben@N6BRL.com""","""BnBl""","""\304O3j\270\021""",TBEAM,,"""\345\036\024\347\326\n\364\353\335\247\""\222\255h\320\316w\276\031\243\007\357\355\264h4O\256\323\202g\005""",CLIENT_MUTE,BACKGROUND,,,,,,,,,,,,,,
384,2718629340,474579996,,NODEINFO_APP,"""!a20afddc""",2025-01-19 22:51:44,,,,,,,,,,,,,,true,,"""Packet Cannon""","""🎳""","""\314\215\242\n\375\334""",STATION_G2,,,,BACKGROUND,,,,,,,,,,,,,,
385,1862407146,474579996,,NODEINFO_APP,"""!6f0213ea""",2025-01-19 22:49:36,6.25,-13.0,4,,,,,,,,,,,true,4,"""BigRAK""","""Burr""","""\311\002o\002\023\352""",RAK4631,,,,,,,,,,,,,,,,,,
386,20526527,474579996,8,NODEINFO_APP,"""!013935bf""",2025-01-19 22:49:36,-8.0,-118.0,7,,,,,,,,,,,true,6,"""ADSB-01""","""ads1""","""\344_\00195\277""",PORTDUINO,,,CLIENT_HIDDEN,,,,,,,,,,,,,,,
387,3663154416,474579996,8,NODEINFO_APP,"""!da574cf0""",2025-01-19 22:49:36,-17.25,-138.0,3,,,,,,,,,,,true,2,"""JJH""","""JJH""","""4\267\332WL\360""",LILYGO_TBEAM_S3_CORE,,,,,,,,,,,,,,,,,,
388,1127899024,474579996,8,NODEINFO_APP,"""!433a5f90""",2025-01-19 22:49:36,-8.25,-118.0,6,,,,,,,,,,,true,3,"""DocB Desktop Heltec""","""DocD""","""H\312C:_\220""",HELTEC_V3,,,CLIENT_MUTE,,,,,,,,,,,,,,,
389,1129907768,474579996,8,NODEINFO_APP,"""!43590638""",2025-01-19 22:49:36,,,5,,,,,,,,,,,true,5,"""OVW0""","""OVW0""","""H\312CY\0068""",HELTEC_V3,,,CLIENT_MUTE,BACKGROUND,,,,,,,,,,,,,,
390,862209656,474579996,8,NODEINFO_APP,"""!33644678""",2025-01-19 22:47:28,,,4,,,,,,,,,,,true,4,"""DUBLIN/Logger""","""DLOG""","""d\3503dFx""",HELTEC_V3,,,CLIENT_MUTE,BACKGROUND,,,,,,,,,,,,,,
391,3175512464,474579996,8,NODEINFO_APP,"""!bd467990""",2025-01-19 22:47:28,-10.75,-133.0,,,,,,,,,,,,true,2,"""Tower""","""Towe""","""|\236\275Fy\220""",HELTEC_V2_1,,,,,,,,,,,,,,,,,,
392,2558655390,474579996,8,NODEINFO_APP,"""!9881fb9e""",2025-01-19 22:47:28,-9.0,-119.0,3,,,,,,,,,,,true,2,"""Atlavox S4 SSF""","""ASS""","""\316\251\230\201\373\236""",RAK4631,,"""/H\241\377\241x\326+h}\321<\231\214\207\223T\235|\342\177A\0235)\017\251;\213\304\0224""",,,,,,,,,,,,,,,,
393,474579996,4294967295,8,RANGE_TEST_APP,255502340,2025-01-19 22:43:12,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,
394,474579996,2482385056,8,NODEINFO_APP,"""!1c49841c""",2025-01-19 22:41:04,,,3,,,,,,,,,,,true,3,"""Balloon 02""","""Blln""","""\020\006\034I\204\034""",TBEAM,,,,BACKGROUND,,,,true,,,,,,,,,,
395,474579996,4294967295,8,RANGE_TEST_APP,3698088948,2025-01-19 22:38:56,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,
396,474579996,976506173,8,NODEINFO_APP,"""!1c49841c""",2025-01-19 22:32:32,,,3,,,,,,,,,,,true,3,"""Balloon 02""","""Blln""","""\020\006\034I\204\034""",TBEAM,,,,BACKGROUND,,,,true,,,,,,,,,,
397,474579996,4294967295,8,RANGE_TEST_APP,2094384101,2025-01-19 22:32:32,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,
398,474579996,4294967295,8,RANGE_TEST_APP,2319898578,2025-01-19 22:28:16,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,
399,474579996,1129899512,8,TRACEROUTE_APP,2157102026,2025-01-19 22:26:08,,,3,,,,,,,,,,,,3,,,,,2089616292,,,RELIABLE,true,3111510461,-73,,,,,,,,,,,
400,474579996,1129899512,8,NODEINFO_APP,"""!1c49841c""",2025-01-19 22:26:08,,,3,,,,,,,,,,,true,3,"""Balloon 02""","""Blln""","""\020\006\034I\204\034""",TBEAM,,,,BACKGROUND,,,,true,,,,,,,,,,
401,474579996,4294967295,8,RANGE_TEST_APP,3529215931,2025-01-19 22:24:00,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,
402,474579996,4126515649,8,NODEINFO_APP,"""!1c49841c""",2025-01-19 22:21:52,,,3,,,,,,,,,,,true,3,"""Balloon 02""","""Blln""","""\020\006\034I\204\034""",TBEAM,,,,BACKGROUND,,,,true,,,,,,,,,,
403,474579996,4294967295,8,RANGE_TEST_APP,878469033,2025-01-19 22:17:36,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,
404,474579996,1129899512,8,TRACEROUTE_APP,1253898143,2025-01-19 22:15:28,,,4,,,,,,,,,,,,4,,,,,916242734,,,RELIABLE,true,3111510461,-41,,,,,,,,,,,
405,474579996,1129899512,8,NODEINFO_APP,"""!1c49841c""",2025-01-19 22:15:28,,,3,,,,,,,,,,,true,3,"""Balloon 02""","""Blln""","""\020\006\034I\204\034""",TBEAM,,,,BACKGROUND,,,,true,,,,,,,,,,
406,474579996,4294967295,8,RANGE_TEST_APP,1298917273,2025-01-19 22:13:20,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,
407,474579996,2733211016,8,NODEINFO_APP,"""!1c49841c""",2025-01-19 22:09:04,,,3,,,,,,,,,,,true,3,"""Balloon 02""","""Blln""","""\020\006\034I\204\034""",TBEAM,,,,BACKGROUND,,,,true,,,,,,,,,,
408,474579996,4294967295,8,RANGE_TEST_APP,2390566795,2025-01-19 22:09:04,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,
409,1129899512,474579996,8,TRACEROUTE_APP,1361868696,2025-01-19 22:02:40,-18.25,-140.0,5,,,,,,,,,,,true,1,,,,,,,,,true,944382635,,,,,,,,,,,,
